period,bower,kde200
X: 2016-08-14 00:00:00~2016-10-12 23:59:59 -> Y: 2016-10-13 00:00:00~2016-10-19 23:59:59,"[159.19161321486857, 7.672859178249576, 196.36247920057863, 517.0, 121.71253329875819, 55.47798010964741, 272.0, 65.19304635462602, 14.432023756670272, 150.74316678895389, 34.516810120674585, 0.0, 488.21785428527596, 148.68884361851644, 0.0, 213.00011960262816, 288.4298628908918, 320.3669672345179, 424.8908318094574, 41.7572890338357, 144.30403426288092, 228.73407380168044, 250.2389804426332, 6.530772363114118, 160.0, 100.48353368881162, 23.267356590745663, 174.87391390065483, 77.97853958059156, 42.0, 255.03555088909795, 166.46400550396422, 44.70780049170921, 235.0137804403628, 21.78409530626246, 200.3874779796431, 39.21820498939799, 25.998432934540833, 494.03419040941515, 141.91915874822777, 238.73110391336155, 172.6584187947693, 470.73779671130956, 14.947275568129283, 4.318865849679181, 178.5469603329393, 698.3810643274479, 108.11385091101945, 287.81873019233666, 158.0, 180.59869963456654, 64.40972343482336, 297.53391928979585, 515.8749458444656, 360.7128195312458]","[172.59791938091348, 0.0, 218.19035611458315, 514.0, 181.29738216081202, 27.19741219224858, 286.0, 32.46966301456675, 7.809643885416839, 171.51524776382536, 1.216720467332358, 0.0, 339.6354324098871, 243.23644518861573, 0.0, 237.30805362659834, 227.91161259741398, 246.94652576009588, 560.5737594828802, 53.935246977983, 145.167238859871, 11.447428683755694, 557.4381682809943, 8.390403771020713, 39.0, 153.89197431441153, 0.0, 293.23222730359345, 204.4121840367307, 7.0, 284.83712234737123, 160.32898517756635, 47.43160786915736, 270.04699140919644, 0.0, 313.865219853724, 0.0, 13.797836174105019, 513.6555544022608, 157.22860819906285, 292.89889582259497, 207.99593317962407, 493.7359306229694, 78.84648954177023, 58.0, 232.81735486563224, 851.7637653015855, 39.659902797056986, 366.83761724165345, 69.0, 283.50478661858006, 78.16567450609028, 376.7428994412241, 689.9546717720565, 465.1605637834521]"
X: 2016-08-15 00:00:00~2016-10-13 23:59:59 -> Y: 2016-10-14 00:00:00~2016-10-20 23:59:59,"[146.6352065613281, 7.672859178249576, 261.5440408081726, 508.0, 109.74520720531929, 102.56039247848652, 377.0, 55.10364166315825, 10.250462149076355, 130.54607278752417, 32.60665997561389, 0.0, 472.977871042237, 123.66778475007487, 0.0, 191.23368819631565, 229.67658459390924, 348.65755944724395, 440.87668470180654, 59.02694481541156, 152.7317772463807, 205.73407380168044, 270.4292114510587, 26.49970314651766, 147.0, 128.18548596201063, 14.567196989884254, 290.4690983701307, 83.9271964283489, 42.0, 246.23140466252454, 165.14309292366866, 40.7078004917092, 217.0, 16.87084908546565, 238.494471841221, 24.218204989397993, 25.998432934540833, 474.06599563596757, 136.6912997810049, 223.05902567455132, 171.6584187947693, 450.11793477457553, 34.82529190581641, 3.3188658496791814, 160.99592335809118, 682.6455515898795, 98.84075306698423, 284.3262104425423, 149.0, 163.59869963456651, 59.40972343482336, 338.8911932037878, 533.7402622779699, 371.78625557642516]","[144.18997145336402, 0.0, 248.9071120581714, 507.0, 181.29738216081202, 39.73767957283892, 361.0, 32.46966301456675, 7.092887941828593, 164.51524776382536, 0.0, 0.0, 336.6354324098871, 224.78915087177552, 0.0, 234.30805362659834, 159.91161259741398, 230.18414643649726, 565.5248352697241, 52.696126791570606, 149.167238859871, 11.447428683755694, 570.4381682809943, 17.29152436445125, 38.0, 174.39451443712636, 0.0, 320.1940617060642, 136.97079606270984, 7.0, 281.83712234737123, 159.32898517756635, 47.43160786915736, 267.0469914091964, 0.0, 305.1043400401364, 0.0, 12.722745749150931, 512.2281047045, 145.22860819906285, 268.85039811016696, 207.99593317962407, 491.0559221200975, 88.88465513929947, 58.0, 226.84495236899127, 813.171713229135, 45.708827010213, 366.83761724165345, 62.0, 281.45680990633315, 78.16567450609028, 375.4378228815595, 693.4051804141882, 473.17237363349744]"
X: 2016-08-16 00:00:00~2016-10-14 23:59:59 -> Y: 2016-10-15 00:00:00~2016-10-21 23:59:59,"[184.9986847085206, 7.672859178249576, 291.6611501444717, 444.0, 106.34439718469493, 127.57728373550358, 380.0, 50.01143430917063, 9.250462149076355, 122.855586909977, 32.60665997561389, 0.0, 499.38160393847386, 192.7657071458023, 11.0, 170.2144517656616, 111.3004620925352, 322.76940933139474, 467.93065695277585, 52.73969986372555, 145.70615982541582, 159.88646665264167, 411.41429959233744, 56.30086997242768, 143.0, 199.57556928735403, 5.701619988473939, 317.0635034610389, 83.10913834542181, 41.0, 228.77985680267363, 204.83686750224052, 36.57715195359597, 197.0, 13.340487544075426, 225.58667919520866, 33.101095653098916, 21.85740076765378, 482.8885582992847, 175.12250921828786, 256.25109610782346, 158.6584187947693, 403.11793477457553, 59.110515980811826, 3.3188658496791814, 136.154123008087, 599.098576766226, 183.9439095753616, 321.5097071190034, 177.0, 148.2075590154869, 55.94858049085431, 334.98906166338236, 594.0331003598078, 365.6704300850231]","[103.0, 0.0, 284.9065589499304, 514.0, 177.15413068201792, 53.11062975373399, 374.0, 30.469663014566745, 6.093441050069615, 155.2739987502215, 0.0, 0.0, 360.6354324098871, 244.67180209248352, 0.0, 234.30805362659834, 158.91161259741398, 232.28043131878468, 579.7979843928284, 54.48950884975351, 152.0369429972987, 10.447428683755692, 582.5684641435666, 27.372176203319476, 37.0, 195.39451443712636, 0.0, 331.64569655623, 137.51719404294653, 5.0, 280.74204492841153, 180.05583605446213, 48.43160786915736, 263.0469914091964, 0.0, 302.3109579819535, 0.0, 13.812856051253338, 512.2812458811917, 189.22860819906285, 290.75411322787954, 202.22435049875358, 486.9476625892617, 100.43302028913368, 57.0, 222.84495236899127, 773.3655936023378, 67.70882701021303, 360.8376172416535, 86.0, 246.39155146410363, 76.21173966959216, 375.3137561734269, 723.5609672950227, 476.53008570919553]"
X: 2016-08-17 00:00:00~2016-10-15 23:59:59 -> Y: 2016-10-16 00:00:00~2016-10-22 23:59:59,"[176.10899472383963, 4.672859178249576, 341.6611501444717, 414.0, 110.7344805100383, 145.22965698581373, 385.0, 52.10364166315825, 8.250462149076355, 121.855586909977, 25.110411106826923, 0.0, 535.2708671368583, 194.02105539231664, 19.329107941438114, 159.13630352491097, 120.22058694385102, 277.58434021226145, 445.9953893146641, 65.02127726488546, 150.74668910510195, 78.31153479315621, 418.79443765560336, 69.30086997242769, 101.0, 204.37718666645122, 7.537698466994045, 291.03083497602137, 54.45676509511166, 34.0, 230.77985680267363, 170.411799361726, 66.5913526336237, 189.0, 12.340487544075426, 237.42831386722727, 39.101095653098916, 73.33979539404272, 484.53332881813446, 171.71199962469666, 241.77035634297295, 158.32711289050724, 408.73779671130956, 55.14318446582937, 9.0, 136.67071423263735, 648.6591588094687, 169.64955710627942, 311.50970711900334, 190.0, 133.2144653612768, 53.01493930137492, 327.2264658913013, 576.1834025641392, 366.66687150449724]","[105.09470567196433, 0.0, 334.9065589499304, 516.0, 174.2413142756033, 53.11062975373399, 354.0, 32.46966301456675, 6.093441050069615, 154.1644910556463, 0.0, 0.0, 381.6354324098871, 247.23644518861573, 0.0, 219.30805362659834, 159.91161259741398, 237.16324622742826, 575.8958274729076, 54.696126791570606, 140.40537960600318, 11.447428683755694, 538.8574704365116, 27.372176203319476, 38.0, 199.39451443712636, 0.0, 333.64569655623, 139.51719404294653, 7.0, 269.35307379198207, 182.05583605446213, 47.611398802219284, 263.0469914091964, 0.0, 305.1043400401364, 0.0, 25.05152354131553, 514.9553947975443, 195.9513033606795, 292.87129831923596, 204.99593317962407, 473.6757840568315, 102.43302028913368, 58.0, 226.84495236899127, 760.2669790105346, 59.431192997071726, 360.8376172416535, 112.0, 250.8457810427627, 75.16343056065261, 375.4378228815595, 708.9961485143465, 474.6136442319233]"
X: 2016-08-18 00:00:00~2016-10-16 23:59:59 -> Y: 2016-10-17 00:00:00~2016-10-23 23:59:59,"[196.93152513395066, 4.672859178249576, 323.6611501444717, 473.0, 107.7344805100383, 166.1112191041184, 473.0, 39.8909943048059, 2.250462149076355, 121.855586909977, 23.426534156977425, 0.0, 512.6159255106514, 166.602733622019, 27.71024737740505, 150.13630352491097, 86.43304867201996, 268.26829597285564, 432.05425544803893, 36.03765698111771, 117.55866138720982, 54.31153479315621, 418.80934951432465, 69.30086997242769, 92.0, 195.37718666645122, 6.4578233183098455, 308.75191917239624, 58.57520297680699, 13.0, 226.77985680267363, 202.47859406965992, 54.91215811506201, 183.0, 26.273692836141503, 171.6245815093474, 75.10109565309892, 67.33979539404272, 483.53332881813446, 178.42737617259348, 217.77027753222828, 157.32711289050724, 370.73779671130956, 92.42210026945448, 42.0, 134.3256558588442, 609.4554889633908, 160.59069097290458, 302.50970711900334, 189.0, 117.61067771982371, 51.01493930137492, 327.17933821649507, 551.9710939503475, 338.9543539905658]","[126.75713407578093, 0.0, 320.9065589499304, 517.0, 151.0121248675459, 54.11058698185168, 379.0, 32.46966301456675, 6.093441050069615, 119.01373853776737, 0.0, 0.0, 343.6354324098871, 183.56149762857072, 2.3375715961834005, 220.30805362659834, 163.91161259741398, 241.16324622742826, 579.902934352914, 26.631911511649758, 130.32060993324518, 12.447428683755694, 534.6649352708862, 29.29563245365115, 39.0, 202.39451443712636, 0.0, 335.64569655623, 146.59378056449717, 7.0, 267.1687640725999, 194.94146046185588, 47.611398802219284, 252.0469914091963, 10.87084908546565, 312.53033698543334, 0.0, 24.05152354131553, 511.18458420560154, 178.22860819906285, 294.89889582259497, 205.99593317962407, 475.6757840568315, 116.43302028913368, 83.0, 230.81735486563224, 767.2669790105346, 47.06230445168935, 359.8376172416535, 114.0, 255.89375775500957, 76.16567450609028, 372.4378228815595, 701.8753903920517, 476.91806971528615]"
X: 2016-08-19 00:00:00~2016-10-17 23:59:59 -> Y: 2016-10-18 00:00:00~2016-10-24 23:59:59,"[182.1773511530344, 4.672859178249576, 390.5440408081726, 505.0, 112.6028088636273, 151.90454335371456, 479.0, 32.54175246786183, 5.835416081502611, 98.16396008340337, 21.400192514146106, 7.009647018382743, 495.1713516361902, 168.66313392574938, 26.464421358321296, 154.3438192737141, 82.92602441040273, 234.29463761568695, 432.1756381005322, 29.246783707672165, 101.40559231873718, 48.30994909791044, 450.60810221958087, 58.33992547390052, 59.0, 160.31334110676823, 3.578992828870078, 301.29358792313803, 53.615372646561745, 12.0, 216.47355263319457, 204.28185752091684, 69.70928317431283, 216.0, 29.54412011422828, 126.37073380031474, 38.21820498939799, 57.336220925819084, 480.60804344879546, 185.42737617259348, 207.41054444467164, 155.12731519631654, 360.81984278927337, 87.42210026945449, 86.0, 130.64016537149485, 616.3597150265908, 135.15930081162892, 307.60797456954066, 176.0, 107.7494059876201, 50.240749155515275, 341.0972921385313, 573.602880160327, 339.92791490592435]","[101.66242840381659, 0.0, 231.0, 530.0, 156.10997663871993, 40.35300828086978, 373.0, 17.247556355571287, 0.0, 115.35134265987791, 0.0, 2.5987691638618102, 401.8021661780495, 207.42817181185518, 1.3375715961834005, 227.30805362659834, 138.47655973367296, 200.16324622742826, 579.8594573395865, 26.02859092480748, 129.32060993324518, 2.4475632031477454, 563.6649352708861, 26.91857418355619, 38.0, 199.39451443712636, 2.0570451578612197, 333.64569655623, 129.72841753557404, 6.0, 266.1687640725999, 187.94132594246383, 53.43160786915736, 260.0469914091964, 10.87084908546565, 297.75244364442875, 0.0, 24.05152354131553, 511.0867324344275, 160.42737617259348, 292.87129831923596, 194.6926979683238, 473.51042445033255, 116.43302028913368, 99.0, 230.402395362733, 708.8972461327676, 45.88889298492106, 359.8376172416535, 112.0, 249.8457810427627, 75.16343056065261, 377.3708562490901, 698.1546070956866, 481.2679458652005]"
X: 2016-08-20 00:00:00~2016-10-18 23:59:59 -> Y: 2016-10-19 00:00:00~2016-10-25 23:59:59,"[159.93152513395066, 4.672859178249576, 357.5440408081726, 448.0, 115.6028088636273, 153.79699419802074, 490.0, 29.541752467861834, 5.835416081502611, 30.163960083403364, 11.400192514146106, 7.009647018382743, 385.1713516361902, 157.24438941488165, 27.71024737740505, 150.45184653360715, 58.926024410402746, 221.29463761568695, 411.58523177594356, 79.98884527253894, 99.68289715712052, 48.30994909791044, 442.60810221958087, 65.32025484169792, 43.179225628020234, 183.51915234955788, 3.578992828870078, 300.3520504362281, 51.56336680643793, 12.0, 222.47355263319457, 235.28185752091687, 71.70928317431283, 197.0, 30.54412011422828, 73.20822743886303, 40.21820498939799, 69.53722286935222, 483.2012302624726, 179.15007133421014, 185.03474259208016, 151.12731519631654, 337.40143690328784, 87.42210026945449, 135.0, 92.01596722408632, 581.6960748346125, 131.62526604408333, 305.60797456954066, 176.0, 87.53400399609397, 14.94691558256488, 320.4290495280042, 544.2555118069395, 388.95918947905767]","[101.66242840381659, 0.0, 228.0, 497.0, 160.16604452392866, 39.35300828086978, 392.0, 17.247556355571287, 0.0, 115.35134265987791, 0.0, 1.7870114216070478, 401.8021661780495, 205.42817181185518, 1.3375715961834005, 234.30805362659834, 138.2883174759277, 200.16324622742826, 578.8594573395865, 77.06152524534907, 129.32060993324518, 2.4475632031477454, 542.6649352708862, 26.91857418355619, 37.0, 206.95181479767234, 2.0570451578612197, 333.64569655623, 110.72841753557404, 6.0, 269.1687640725999, 198.94132594246383, 50.0584839219223, 269.0, 10.87084908546565, 299.71950932388717, 0.0, 26.494223180769563, 512.0306645492188, 159.42737617259348, 291.87129831923596, 186.87181074468364, 438.33131167397266, 104.43302028913368, 99.0, 228.402395362733, 708.8972461327676, 44.88889298492106, 355.8846086508498, 110.0, 259.8208949321063, 74.21173966959216, 377.3708562490901, 693.1546070956866, 489.59104662648423]"
X: 2016-08-21 00:00:00~2016-10-19 23:59:59 -> Y: 2016-10-20 00:00:00~2016-10-26 23:59:59,"[146.1773511530344, 22.672859178249578, 331.57418214837037, 400.0, 89.66393201702238, 109.54871518007327, 444.0, 61.50977622565207, 5.822708134855693, 30.61913959695515, 9.184640734000586, 6.891045273123498, 338.2640513715843, 150.24438941488165, 26.464421358321296, 140.10058330627484, 77.40584301201498, 228.5101105850878, 430.7820387555967, 75.98884527253894, 114.09705752327693, 47.080496442335246, 394.6214235164182, 60.3183991850743, 108.17922562802023, 183.63630893865513, 2.6975945741293224, 293.6240302192072, 30.826209427655947, 11.0, 227.65328978780857, 224.0009077063711, 44.46885721924471, 171.0, 23.05452258434924, 93.99754065854472, 35.21820498939799, 74.16005644947435, 471.65424506330277, 197.15007133421014, 178.0348214028248, 141.38225568050063, 293.22429933673976, 82.1501204864754, 129.0, 84.01596722408632, 641.9306503076066, 147.67112208695826, 305.29559617891067, 154.0, 181.61723539285504, 36.19869973383045, 309.2436896083261, 500.44087172661744, 383.47345978526874]","[93.67184977892714, 0.0, 249.0, 450.0, 157.62187569213395, 37.35300828086978, 392.0, 34.70657269982191, 0.0, 111.38597004105203, 0.0, 1.6684096763478036, 382.7738521872201, 197.42817181185518, 0.32815022107285347, 233.81411581394008, 141.2333534669508, 193.16324622742826, 581.8568427834924, 73.02859092480747, 115.0583147159782, 0.9951916748853368, 522.1789964227162, 26.91857418355619, 72.0, 213.78113453091288, 0.23061091209738013, 330.64569655623, 103.72841753557404, 4.0, 275.5567333885286, 193.63722397786682, 48.0584839219223, 253.0, 10.87084908546565, 300.29342730017817, 0.0, 34.636444190350474, 509.60329263819204, 145.22002375393805, 301.87129831923596, 183.368831716499, 432.7304832001334, 101.43302028913368, 79.0, 222.43070935356246, 727.3902893863273, 44.89150754101515, 356.8846086508498, 105.0, 283.36972225484374, 78.38818151036088, 369.96670556009093, 682.9109466955488, 485.97234595726786]"
X: 2016-08-22 00:00:00~2016-10-20 23:59:59 -> Y: 2016-10-21 00:00:00~2016-10-27 23:59:59,"[115.1773511530344, 21.672859178249578, 321.57418214837037, 426.0, 71.69878966508064, 79.8060437862673, 467.0, 56.50977622565207, 5.822708134855693, 50.35405533691735, 9.184640734000586, 6.891045273123498, 340.70217224669864, 134.93137054574674, 23.464421358321296, 109.29523974916795, 134.80927916399898, 191.51018939583247, 378.95292504287903, 69.91565612752765, 83.14307642655842, 40.080496442335246, 433.3652236657338, 44.66464471836735, 99.17922562802023, 149.17165788700737, 2.6975945741293224, 257.95154250704763, 52.222635288168874, 11.0, 236.69776231702602, 411.88870097106906, 46.492060735165936, 241.0, 22.771014316787443, 73.070729803556, 33.21820498939799, 73.16005644947437, 459.0840384668922, 194.1756102380304, 167.31825085964195, 138.27703726493345, 340.5271377285434, 75.1501204864754, 120.0, 96.97891417730455, 640.8465186593321, 115.61244253497787, 300.3772343134478, 152.0, 189.2179313529346, 58.287652239732495, 290.5354427005751, 492.2779941518159, 450.99338137163744]","[93.67184977892714, 0.0, 213.0, 418.0, 144.6812059689158, 37.35300828086978, 426.0, 34.70657269982191, 0.0, 138.09264750992298, 0.0, 1.6684096763478036, 396.6963892307905, 193.3522141541075, 0.32815022107285347, 233.81411581394008, 182.09946635659253, 158.9404124757588, 579.2055654344574, 73.02859092480747, 119.2875386219394, 0.9951916748853368, 561.7035215638473, 26.91857418355619, 72.0, 221.5077429523158, 0.23061091209738013, 329.2833001913227, 51.72841753557404, 4.0, 278.5567333885286, 243.72158737239832, 50.0584839219223, 263.0, 10.87084908546565, 300.29342730017817, 0.0, 36.909835768947545, 504.5439623614102, 153.06608336252327, 293.4915965958809, 183.368831716499, 453.00372224344244, 84.79541665404099, 79.0, 223.92139271203573, 733.6698883216866, 44.89150754101515, 338.60500971549044, 104.0, 294.5771753860245, 91.25072897190843, 363.0703059620552, 659.9201165127234, 508.32008116486435]"
X: 2016-08-23 00:00:00~2016-10-21 23:59:59 -> Y: 2016-10-22 00:00:00~2016-10-28 23:59:59,"[99.1773511530344, 21.672859178249578, 250.57418214837034, 481.0, 85.79632228548704, 126.22783820807354, 499.0, 56.50977622565207, 5.822708134855693, 50.35405533691735, 9.184640734000586, 6.891045273123498, 402.8935182148096, 173.88414216529495, 14.464421358321294, 96.49282665171248, 124.68717234947883, 165.6273744871889, 335.85977031183285, 138.16322270872539, 84.14307642655842, 34.55177745763781, 381.4873304802539, 59.13059772343891, 131.66355139659342, 131.95959032104946, 6.506248606018432, 244.3616571831792, 55.33488786129108, 9.51567423142682, 233.07788232995603, 413.29576891904526, 43.46885721924471, 230.0, 27.049284320104146, 79.82316322235826, 27.218204989397993, 68.05516984288725, 450.7257531035562, 172.1756102380304, 146.20106576828553, 126.77405823674879, 328.5271377285435, 46.156547765364415, 121.0, 140.9154499417551, 664.6059445103092, 45.61244253497787, 259.12328100439277, 131.0, 220.15000145409527, 58.373279667400624, 284.36919687940303, 483.91000449688454, 446.16623946034383]","[90.67184977892714, 0.0, 211.0, 476.0, 134.68120596891578, 50.62254290561015, 434.0, 32.70657269982191, 0.0, 138.09264750992298, 0.0, 1.6684096763478036, 396.6963892307905, 209.55201184829824, 0.32815022107285347, 233.81411581394008, 179.09946635659253, 155.9404124757588, 563.2544896476135, 60.79893932174311, 119.2875386219394, 0.0, 498.70352156384723, 36.10264157857911, 76.0, 214.5077429523158, 0.23061091209738013, 327.2833001913227, 28.274815515810747, 0.0, 277.5567333885286, 243.71677904728367, 50.0584839219223, 262.0, 10.87084908546565, 303.4944879784351, 0.0, 38.90983576894755, 508.5439623614102, 153.06608336252327, 293.37189206785933, 178.37856944186842, 451.00372224344244, 65.79541665404102, 56.0, 227.04109724005727, 745.1669092935019, 33.871174252666634, 338.60500971549044, 102.0, 291.08846456646256, 90.25072897190843, 361.3637495706797, 662.3084246311704, 509.32008116486435]"
X: 2016-08-24 00:00:00~2016-10-22 23:59:59 -> Y: 2016-10-23 00:00:00~2016-10-29 23:59:59,"[88.36085322434434, 16.672859178249578, 336.8430075925129, 493.0, 83.79632228548702, 161.26013405431206, 534.0, 56.50977622565207, 14.790412288617174, 110.12530535528619, 6.1846407340005864, 6.891045273123498, 382.50844623421506, 170.88414216529495, 6.3375715961834, 85.6706415980762, 119.35322657217732, 161.6273744871889, 307.2570877717948, 124.67743387844875, 78.5441442548911, 21.72460664120518, 366.031436807222, 65.68073650837636, 110.62908684308279, 129.9595903210495, 4.347373178434558, 221.6788887800173, 53.035921076950785, 8.0, 254.13857731291515, 441.80323969604063, 33.09991088032753, 224.0, 26.049284320104146, 74.3089520526349, 42.21820498939799, 56.78277437706184, 458.1446999886242, 171.1756102380304, 128.20106576828553, 113.3109100355581, 315.86092458705525, 39.83931616852631, 109.0, 135.51438211342244, 649.0124404023279, 31.35221935374817, 255.12328100439285, 101.0, 208.1791848794474, 54.3126993160483, 282.7708880547789, 466.5083133215087, 465.5476170858174]","[90.67184977892714, 0.0, 301.0, 439.0, 132.6201361580426, 50.62254290561015, 443.0, 32.70657269982191, 0.0, 168.9354953461473, 0.0, 0.0, 396.6963892307905, 178.55201184829824, 0.32815022107285347, 216.3121612051114, 173.05354872515153, 168.9404124757588, 564.5892778081541, 60.79893932174311, 109.82387790054237, 0.0, 463.1671822852443, 36.10264157857911, 76.0, 198.5077429523158, 0.0, 327.2833001913227, 28.274815515810747, 0.0, 280.83612052687045, 255.38199088674315, 52.0584839219223, 262.0, 10.87084908546565, 303.4944879784351, 0.0, 42.83671396840662, 506.6781539728243, 153.06608336252327, 293.37189206785933, 178.37856944186842, 434.00372224344244, 49.795416654041006, 56.0, 228.04109724005727, 736.1669092935019, 33.871174252666634, 312.6050097154904, 85.0, 291.08846456646256, 69.7130214753725, 361.3637495706797, 663.3084246311704, 512.2230037240929]"
X: 2016-08-25 00:00:00~2016-10-23 23:59:59 -> Y: 2016-10-24 00:00:00~2016-10-30 23:59:59,"[71.52242051372382, 18.672859178249578, 353.7546344269842, 408.0, 81.7896072273897, 189.8798476152103, 508.0, 55.50977622565207, 11.497030029678932, 190.61365027099572, 5.489786125417587, 6.891045273123498, 380.50844623421506, 150.1119804750881, 3.17600430680393, 88.43707300438871, 115.99741946064833, 200.15993670667075, 309.90935029242837, 110.90910824438213, 74.06488446188295, 19.72460664120518, 331.5804286335369, 70.68073650837636, 112.62908684308279, 125.96688318966332, 4.347373178434558, 203.9243756194717, 50.92638706696384, 4.0, 255.15341734056577, 422.1088085350757, 45.10139356293116, 227.0, 18.60567655791711, 66.07727768670156, 32.21820498939799, 53.453438708412584, 457.00040869938266, 165.1756102380304, 127.36335815738666, 113.3109100355581, 329.1469996652775, 17.593829329071934, 87.0, 137.51438211342244, 681.0124404023279, 31.381398962381947, 252.12328100439285, 93.0, 220.3486545711789, 54.3126993160483, 284.7637139381628, 498.7301403427076, 454.44622948067286]","[90.67184977892714, 0.0, 301.0, 439.0, 132.6201361580426, 50.62254290561015, 451.0, 32.70657269982191, 0.0, 206.6284543709966, 0.0, 0.0, 373.872357995038, 178.55201184829824, 0.32815022107285347, 216.3121612051114, 120.80913831251715, 181.9404124757588, 558.8193487329308, 60.79893932174311, 108.06828831317674, 0.0, 436.5473203485102, 32.64903955881582, 76.0, 198.5077429523158, 0.0, 327.2833001913227, 27.72841753557404, 0.0, 279.83612052687045, 255.43694944418786, 46.05042633817203, 262.0, 10.87084908546565, 303.4944879784351, 0.0, 42.83671396840662, 506.6781539728243, 153.06608336252327, 293.37189206785933, 174.37856944186845, 443.06190473782937, 49.795416654041006, 56.0, 225.86512847580977, 732.728588735849, 32.871174252666634, 312.6050097154904, 85.0, 292.08846456646256, 69.7130214753725, 361.3637495706797, 681.031452732699, 513.528292742162]"
X: 2016-08-26 00:00:00~2016-10-24 23:59:59 -> Y: 2016-10-25 00:00:00~2016-10-31 23:59:59,"[70.52242051372382, 9.672859178249576, 298.7186737832849, 502.0, 90.2305160318752, 166.828696010602, 502.0, 106.4949606602268, 11.369579450502691, 183.22230826061002, 5.489786125417587, 2.037857542670424, 310.60711427806655, 140.0704130690075, 3.17600430680393, 77.35995003908836, 95.10506567341622, 200.15993670667075, 295.1795426538656, 107.90910824438213, 86.2351847831366, 13.724606641205181, 323.5389147649731, 57.78106413265144, 98.62908684308279, 124.1928480755845, 4.107601922615081, 185.12435237725794, 35.618815884790045, 4.0, 262.3255176885672, 398.1088085350757, 31.308558968141796, 197.0, 7.340487544075425, 122.09209325212684, 29.218204989397993, 50.09911081119284, 460.87022386294063, 156.3707206859266, 180.35027716791166, 134.7189154467554, 329.0570280333279, 17.593829329071934, 63.0, 153.17613315167313, 690.3716217426557, 45.2073592785661, 218.87441110444652, 138.0, 222.05078410762886, 54.09335583664076, 307.979417551617, 527.6968002168405, 438.59661226571785]","[90.67184977892714, 0.0, 284.0, 484.0, 134.68120596891578, 50.62254290561015, 451.0, 56.53152628819067, 0.0, 205.6284543709966, 0.0, 0.0, 388.872357995038, 193.40870264156086, 0.32815022107285347, 176.80609901776967, 119.80913831251715, 179.9404124757588, 559.7169903958455, 59.36821332970878, 110.06828831317674, 0.0, 453.5473203485102, 32.64903955881582, 74.0, 198.5077429523158, 0.0, 314.2833001913227, 21.728417535574035, 0.0, 280.83612052687045, 253.36883593515861, 37.2232696475386, 262.0, 10.87084908546565, 336.1002603821006, 0.0, 41.83671396840661, 507.61708416195114, 158.06608336252327, 305.94532347497955, 171.0753881078745, 442.06190473782937, 49.795416654041006, 56.0, 245.40980369872352, 741.2315677640337, 43.72778970155335, 312.6050097154904, 110.0, 289.0884645664625, 69.21908366271424, 352.71084269343737, 686.918298338262, 511.2536215102642]"
X: 2016-08-27 00:00:00~2016-10-25 23:59:59 -> Y: 2016-10-26 00:00:00~2016-11-01 23:59:59,"[58.52242051372382, 22.672859178249578, 368.84958437592286, 545.0, 88.27631613178522, 163.3102244792366, 526.0, 134.59944269930315, 10.369579450502691, 133.8878781954587, 4.489786125417587, 2.037857542670424, 263.5504098784236, 164.0119319466158, 3.17600430680393, 62.86666490854733, 96.47962183463798, 186.15993670667075, 279.5329504235025, 49.02183449163273, 121.3641724282959, 11.755907857122196, 359.24578995400583, 81.91249255214282, 129.2392921030052, 116.9477275183169, 2.457823318309845, 170.60248464299156, 31.687826144999676, 8.576916999103938, 263.3185571804101, 425.158302385771, 39.198055973909995, 207.0, 7.340487544075425, 137.11765335237575, 26.218204989397993, 44.93741818213765, 455.09516721605075, 155.6570672295721, 164.35027716791166, 131.2557672455647, 357.01468565698406, 17.593829329071934, 26.0, 149.43755409538335, 734.8347699438465, 69.50476338792582, 211.87441110444652, 167.0, 187.76326905769216, 50.85068209353917, 286.69652789192185, 498.4566503422528, 429.0139653913136]","[80.82399569319607, 0.0, 318.0, 492.0, 133.68120596891575, 49.62254290561015, 493.0, 73.90305605927257, 0.0, 185.7698566150574, 0.0, 0.0, 393.31047887015245, 212.40870264156086, 0.1760043068039302, 187.5784298225155, 116.80913831251715, 176.9404124757588, 562.5363042802006, 0.0, 114.0275336590416, 0.0, 456.5880750026453, 32.64903955881582, 81.0, 178.5077429523158, 0.0, 313.8086659749645, 20.728417535574035, 0.0, 267.90510472804124, 300.1540301673913, 45.38954383450674, 283.0, 9.87084908546565, 337.0969439407275, 0.0, 39.83671396840661, 507.61708416195114, 156.06608336252327, 302.94532347497955, 151.87165343623798, 439.5471208809301, 49.27005087039919, 54.0, 198.1864885913764, 787.2216319894087, 55.90836977378764, 312.6050097154904, 124.0, 285.08846456646256, 77.44610362181065, 342.4392969965982, 654.918298338262, 507.8790344460308]"
