,bower,kde200
X: 2016-07-11 00:00:00~2016-09-08 23:59:59 -> Y: 2016-09-09 00:00:00~2016-09-15 23:59:59,"[3.0, 0.0, 0.0, 0.0, 0.0, 3.6426699549945494, 2.0, 2.0, 0.0, 1.0, 3.489786125417587, 2.0, 0.0, 0.7316281200402104, 1.0, 0.0, 3.778293492275237, 1.0306870519524605, 0.0, 0.0, 1.0, 0.0, 0.0, 0.35733004500545046, 2.0, 0.0, 0.22170650772476305, 0.7062939345993271, 5.0, 1.0, 0.0, 3.0, 2.0, 2.0, 1.0, 5.0, 0.0, 0.0, 0.0, 1.0, 0.4795268226299522, 0.0, 1.0, 0.5620779453604627, 1.0, 4.0, 1.0, 2.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0]","[2.0, 0.0, 1.0, 0.0, 0.0, 5.64266995499455, 1.0, 2.0, 0.0, 0.0, 3.489786125417587, 2.232905124386462, 0.0, 1.7316281200402104, 1.0, 0.0, 5.544382081600418, 2.0306870519524605, 0.0, 0.0, 1.0, 0.0, 0.0, 1.3573300450054504, 2.0, 0.0, 0.22170650772476305, 0.7062939345993271, 5.0, 0.0, 0.0, 4.0, 1.0, 3.0, 1.0, 9.0, 0.0, 0.0, 0.0, 1.0, 1.4795268226299523, 0.0, 1.0, 0.5620779453604627, 0.0, 4.0, 0.0, 2.0, 0.0, 3.0, 0.0, 2.0, 0.0, 1.0, 0.0]"
X: 2016-07-12 00:00:00~2016-09-09 23:59:59 -> Y: 2016-09-10 00:00:00~2016-09-16 23:59:59,"[2.0, 0.0, 0.0, 0.0, 0.0, 4.0, 2.0, 2.0, 0.0, 0.0, 3.489786125417587, 1.0, 1.0, 0.7316281200402104, 0.0, 0.0, 4.778293492275237, 1.0306870519524605, 0.0, 0.0, 1.0, 1.0, 0.0, 0.0, 5.0, 0.0, 3.221706507724763, 0.2683718799597897, 4.0, 1.0, 0.0, 2.0, 3.0, 1.0, 1.0, 4.0, 0.0, 1.0, 0.0, 2.0, 0.4795268226299522, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 2.0, 0.0, 2.0, 0.0, 1.0, 0.0]","[1.0, 0.0, 0.0, 0.0, 0.0, 6.786363366552813, 1.0, 2.0, 0.0, 0.0, 3.489786125417587, 1.2329051243864622, 1.0, 1.7316281200402104, 0.0, 0.0, 5.544382081600418, 1.0306870519524605, 0.0, 0.0, 1.0, 1.0, 0.0, 1.2136366334471878, 5.0, 0.0, 3.221706507724763, 0.2683718799597897, 5.0, 0.0, 0.0, 3.0, 1.0, 2.0, 1.0, 7.0, 0.0, 1.0, 0.0, 2.0, 1.4795268226299523, 1.0, 1.0, 0.0, 0.0, 3.0, 0.0, 1.0, 0.0, 4.0, 0.0, 2.0, 0.0, 1.0, 0.0]"
X: 2016-07-13 00:00:00~2016-09-10 23:59:59 -> Y: 2016-09-11 00:00:00~2016-09-17 23:59:59,"[2.0, 0.0, 0.0, 0.0, 0.0, 6.0, 2.0, 1.0, 1.0, 0.0, 3.489786125417587, 1.0, 1.0, 0.7316281200402104, 0.0, 2.0, 4.778293492275237, 1.0306870519524605, 0.0, 0.0, 1.0, 1.0, 0.0, 1.0, 5.0, 0.0, 3.221706507724763, 0.2683718799597897, 4.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 4.0, 0.0, 1.0, 0.0, 0.0, 1.4795268226299523, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.0, 2.0, 0.0, 3.0, 0.0, 1.0, 0.0]","[2.0, 0.0, 0.0, 0.0, 0.0, 6.786363366552813, 1.0, 1.0, 1.0, 0.0, 3.489786125417587, 1.2329051243864622, 1.0, 1.7316281200402104, 0.0, 1.0, 5.544382081600418, 1.0306870519524605, 0.0, 0.0, 1.0, 1.0, 0.0, 2.2136366334471878, 5.0, 0.0, 3.221706507724763, 1.2683718799597896, 5.0, 0.0, 0.0, 2.0, 2.0, 3.0, 1.0, 7.0, 0.0, 1.0, 0.0, 1.0, 1.4795268226299523, 1.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 4.0, 0.0, 3.0, 0.0, 1.0, 0.0]"
X: 2016-07-14 00:00:00~2016-09-11 23:59:59 -> Y: 2016-09-12 00:00:00~2016-09-18 23:59:59,"[3.0, 0.0, 0.0, 2.0, 0.0, 4.0, 2.0, 1.0, 1.0, 0.0, 1.4897861254175873, 1.0, 1.0, 0.7316281200402104, 0.0, 2.0, 3.778293492275237, 1.0306870519524605, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 4.0, 0.0, 4.221706507724763, 1.2683718799597896, 4.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0, 1.4795268226299523, 1.0, 0.0, 0.0, 1.0, 0.0, 1.0, 0.0, 1.0, 2.0, 1.0, 3.0, 1.0, 1.0, 0.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 4.786363366552813, 1.0, 1.0, 1.0, 0.0, 2.489786125417587, 1.0, 1.0, 1.7316281200402104, 0.0, 1.0, 3.778293492275237, 1.0306870519524605, 0.0, 0.0, 1.0, 1.0, 2.0, 2.2136366334471878, 4.0, 0.0, 4.221706507724763, 1.2683718799597896, 5.0, 0.0, 0.0, 2.0, 2.0, 3.0, 1.0, 2.0, 1.0, 1.0, 0.0, 1.0, 1.4795268226299523, 1.0, 0.0, 0.0, 0.0, 0.0, 0.0, 0.0, 1.0, 4.0, 0.0, 3.0, 1.0, 1.0, 0.0]"
X: 2016-07-15 00:00:00~2016-09-12 23:59:59 -> Y: 2016-09-13 00:00:00~2016-09-19 23:59:59,"[3.0, 0.0, 1.0, 2.0, 0.0, 4.0, 3.0, 1.0, 1.0, 0.0, 1.4897861254175873, 1.0, 1.0, 0.0, 0.0, 3.0, 2.778293492275237, 1.0306870519524605, 0.0, 0.0, 1.2481122706228376, 2.0, 1.7518877293771622, 1.0, 4.0, 0.0, 4.221706507724763, 0.0, 3.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0046120266994178, 0.0, 1.0, 1.0, 0.0, 0.0, 2.4749147959305344, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 4.786363366552813, 1.0, 1.0, 1.0, 0.0, 1.4897861254175873, 1.0, 1.0, 0.0, 0.0, 3.0, 2.778293492275237, 1.0306870519524605, 0.0, 0.0, 1.0, 2.0, 1.0, 2.2136366334471878, 4.0, 0.0, 4.221706507724763, 0.0, 4.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0046120266994178, 0.0, 1.0, 1.0, 0.0, 1.0, 2.4749147959305344, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 4.0, 0.0, 2.0, 1.0, 1.0, 0.0]"
X: 2016-07-16 00:00:00~2016-09-13 23:59:59 -> Y: 2016-09-14 00:00:00~2016-09-20 23:59:59,"[3.0, 0.0, 1.0, 2.0, 0.0, 3.0, 3.0, 1.0, 3.0, 0.0, 0.4897861254175872, 1.0, 1.0, 0.0, 0.0, 3.0, 3.0, 1.0306870519524605, 0.0, 1.4641933490373615, 1.2481122706228376, 2.0, 1.7518877293771622, 1.0, 5.0, 0.0, 4.0, 0.0, 2.0, 0.0, 0.0, 2.0, 1.0, 2.0, 1.0046120266994178, 0.5358066509626386, 1.0, 1.0, 0.0, 0.0, 1.4749147959305342, 1.0, 1.0, 0.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[3.0, 0.0, 0.0, 0.0, 0.0, 3.0, 1.0, 1.0, 3.0, 0.0, 0.4897861254175872, 1.0, 1.0, 0.0, 0.0, 3.0, 2.0, 1.0306870519524605, 0.0, 1.4641933490373615, 1.0, 2.0, 1.0, 2.0, 5.0, 0.0, 4.0, 0.0, 2.0, 0.0, 0.0, 2.0, 2.0, 2.0, 1.0046120266994178, 0.5358066509626386, 1.0, 1.0, 0.0, 1.0, 1.4749147959305342, 1.0, 0.0, 0.0, 0.0, 1.0, 0.0, 1.0, 1.0, 2.0, 0.0, 2.0, 1.0, 0.0, 0.0]"
X: 2016-07-17 00:00:00~2016-09-14 23:59:59 -> Y: 2016-09-15 00:00:00~2016-09-21 23:59:59,"[2.0, 0.0, 3.0, 3.0, 0.0, 4.0, 1.0, 1.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 3.0, 3.0, 0.0, 0.0, 1.4641933490373615, 0.7337951356203973, 2.0, 2.2662048643796027, 1.0, 4.0, 0.0, 4.0, 0.0, 3.0, 0.0, 0.0, 1.214805767767277, 1.0, 3.0, 0.004612026699417907, 0.5358066509626386, 2.0, 1.0, 0.0, 0.0, 0.995387973300582, 1.0, 1.0, 0.0, 0.0, 1.7851942322327232, 1.0, 1.0, 1.0, 2.0, 0.0, 1.0, 1.0, 0.0, 0.0]","[2.0, 0.0, 1.0, 0.0, 0.0, 4.0, 1.0, 1.0, 3.0, 0.0, 0.4897861254175872, 0.0, 1.0, 0.0, 0.0, 3.0, 3.0, 0.5102138745824127, 0.0, 1.4641933490373615, 0.4856828649975597, 2.0, 1.5143171350024403, 2.0, 5.0, 0.0, 4.0, 0.0, 3.0, 0.0, 0.0, 1.0, 2.0, 3.0, 0.004612026699417907, 0.5358066509626386, 2.0, 1.0, 0.0, 1.0, 0.995387973300582, 1.0, 0.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 3.0, 0.0, 2.0, 1.0, 0.0, 0.0]"
X: 2016-07-18 00:00:00~2016-09-15 23:59:59 -> Y: 2016-09-16 00:00:00~2016-09-22 23:59:59,"[3.0, 0.0, 4.0, 3.0, 1.0, 3.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 4.0, 3.0, 0.0, 0.9327291954299772, 1.4641933490373615, 0.7337951356203973, 2.0, 3.2662048643796027, 1.0, 5.0, 0.0, 4.0, 1.0, 2.0, 0.0, 0.0, 0.21480576776727692, 1.0, 5.0, 1.0046120266994178, 1.5358066509626385, 2.0, 1.0, 0.0, 0.0, 0.995387973300582, 1.0, 1.0, 0.0, 0.0, 0.7851942322327232, 2.0, 1.0672708045700228, 1.0, 2.0, 0.0, 1.0, 1.0, 1.0, 0.0]","[2.0, 0.0, 1.0, 0.0, 0.0, 3.975462090455495, 0.0, 0.0, 3.0, 0.0, 0.4897861254175872, 0.0, 2.0, 0.0, 0.0, 4.0, 3.0, 1.0306870519524605, 0.0, 1.4641933490373615, 0.4856828649975597, 2.0, 1.5143171350024403, 1.0, 6.0, 0.0, 4.0, 1.0, 2.024537909544505, 0.0, 0.0, 0.0, 1.0, 5.0, 1.0046120266994178, 1.5358066509626385, 2.0, 1.0, 0.0, 1.0, 1.4749147959305342, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 1.0, 1.0, 2.0, 0.0, 3.0, 0.0, 1.0, 0.0]"
X: 2016-07-19 00:00:00~2016-09-16 23:59:59 -> Y: 2016-09-17 00:00:00~2016-09-23 23:59:59,"[3.0, 0.0, 4.0, 2.0, 2.0, 1.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 1.0, 0.0, 0.0, 4.598612326438472, 1.0, 1.0, 0.9327291954299772, 1.4641933490373615, 2.7337951356203973, 1.0, 3.2662048643796027, 1.0, 2.0, 0.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.0, 1.0, 6.0, 1.0046120266994178, 1.5358066509626385, 2.0, 0.0, 0.0, 1.0, 0.995387973300582, 0.0, 1.0, 0.0, 0.0, 0.0, 2.0, 1.0672708045700228, 1.0, 1.0, 0.0, 1.4106539801307372, 1.0, 1.0, 0.0]","[2.0, 0.0, 1.0, 0.0, 0.0, 1.975462090455495, 0.0, 0.0, 3.0, 0.0, 0.4897861254175872, 0.0, 1.0, 0.0, 0.0, 4.598612326438472, 3.0, 2.0306870519524605, 0.9327291954299772, 1.4641933490373615, 2.4856828649975595, 1.0, 1.5143171350024403, 1.0, 4.0, 0.0, 1.0, 2.0, 1.024537909544505, 1.0, 0.0, 0.0, 1.0, 5.0, 1.0046120266994178, 1.5358066509626385, 2.0, 0.0, 0.0, 0.0, 1.4749147959305342, 0.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0672708045700228, 1.0, 1.0, 0.0, 3.4106539801307374, 0.0, 1.0, 0.0]"
X: 2016-07-20 00:00:00~2016-09-17 23:59:59 -> Y: 2016-09-18 00:00:00~2016-09-24 23:59:59,"[4.0, 0.0, 4.0, 2.0, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 1.0, 1.0, 0.9327291954299772, 1.4641933490373615, 2.7337951356203973, 1.0, 3.2662048643796027, 0.9358979463359949, 2.563156159283024, 0.0, 1.0, 1.0, 1.500945894380981, 1.0, 0.0, 0.0, 0.0, 4.0, 2.0046120266994176, 1.5358066509626385, 2.0, 0.6811341503208187, 0.0, 2.0, 0.995387973300582, 0.0, 2.0, 1.0, 0.3188658496791813, 0.0, 3.0, 1.0672708045700228, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]","[3.0, 0.0, 1.0, 0.0, 0.0, 1.975462090455495, 0.0, 0.0, 2.0, 0.0, 0.4897861254175872, 0.0, 2.0, 0.0, 0.0, 1.0, 3.0, 2.0306870519524605, 0.9327291954299772, 1.4641933490373615, 2.4856828649975595, 1.0, 1.5143171350024403, 0.9358979463359949, 3.563156159283024, 0.0, 1.0, 1.0, 1.525483803925486, 1.0, 0.0, 0.0, 0.0, 4.0, 2.0046120266994176, 1.5358066509626385, 2.0, 0.6811341503208187, 0.0, 0.0, 1.4749147959305342, 0.0, 1.177137566548266, 1.0, 0.3188658496791813, 1.0, 1.8228624334517338, 1.0672708045700228, 1.0, 1.0, 0.0, 0.0, 1.0, 1.0, 0.0]"
